-170.5,-91.2,2000
-170.1,-90.5,2000
-169.7,-89.8,2000
-169.3,-89.1,2000
-168.9,-88.4,2000
-168.4,-87.7,2000
-168.0,-87.0,2000
-167.5,-86.3,2000
-167.1,-85.6,2000
-166.6,-84.9,2000
-166.1,-84.2,2000
-165.6,-83.5,2000
-165.1,-82.7,2000
-164.6,-82.0,2000
-164.1,-81.3,2000
-163.5,-80.6,2000
-163.0,-79.9,2000
-162.4,-79.2,2000
-161.9,-78.5,2000
-161.3,-77.8,2000
-160.7,-77.1,2000
-160.1,-76.4,2000
-159.5,-75.6,2000
-158.9,-74.9,2000
-158.3,-74.2,2000
-157.7,-73.5,2000
-157.1,-72.7,2000
-156.4,-72.0,2000
-155.8,-71.3,2000
-155.2,-70.6,2000
-154.5,-69.8,2000
-153.8,-69.1,2000
-153.2,-68.3,2000
-152.5,-67.6,2000
-151.8,-66.9,2000
-151.1,-66.1,2000
-150.4,-65.4,2000
-149.7,-64.6,2000
-149.0,-63.9,2000
-148.3,-63.1,2000
-147.6,-62.4,2000
-146.9,-61.6,2000
-146.1,-60.9,2000
-145.4,-60.1,2000
-144.7,-59.3,2000
-143.9,-58.6,2000
-143.2,-57.8,2000
-142.5,-57.0,2000
-141.7,-56.3,2000
-141.0,-55.5,2000
-140.6,-55.5,2000
-140.3,-55.6,2000
-139.9,-55.6,2000
-139.6,-55.7,2000
-139.2,-55.7,2000
-138.8,-55.8,2000
-138.5,-55.9,2000
-138.1,-56.0,2000
-137.8,-56.0,2000
-137.4,-56.1,2000
-137.0,-56.3,2000
-136.7,-56.4,2000
-136.3,-56.5,2000
-135.9,-56.6,2000
-135.5,-56.7,2000
-135.2,-56.9,2000
-134.8,-57.0,2000
-134.4,-57.2,2000
-134.0,-57.3,2000
-133.6,-57.5,2000
-133.2,-57.7,2000
-132.8,-57.9,2000
-132.4,-58.0,2000
-132.0,-58.2,2000
-131.6,-58.4,2000
-131.2,-58.6,2000
-130.8,-58.8,2000
-130.4,-59.1,2000
-130.0,-59.3,2000
-129.5,-59.5,2000
-129.1,-59.8,2000
-128.7,-60.0,2000
-128.3,-60.2,2000
-127.8,-60.5,2000
-127.4,-60.8,2000
-126.9,-61.0,2000
-126.5,-61.3,2000
-126.0,-61.6,2000
-125.6,-61.9,2000
-125.1,-62.2,2000
-124.7,-62.5,2000
-124.2,-62.8,2000
-123.7,-63.1,2000
-123.3,-63.4,2000
-122.8,-63.7,2000
-122.3,-64.1,2000
-121.8,-64.4,2000
-121.3,-64.8,2000
-120.8,-65.1,2000
-120.3,-65.5,2000
-120.6,-65.8,2000
-121.0,-66.1,2000
-121.4,-66.4,2000
-121.8,-66.7,2000
-122.1,-67.0,2000
-122.5,-67.3,2000
-122.8,-67.6,2000
-123.2,-67.9,2000
-123.6,-68.3,2000
-123.9,-68.6,2000
-124.3,-68.9,2000
-124.6,-69.2,2000
-125.0,-69.5,2000
-125.4,-69.8,2000
-125.7,-70.2,2000
-126.1,-70.5,2000
-126.4,-70.8,2000
-126.8,-71.1,2000
-127.1,-71.5,2000
-127.5,-71.8,2000
-127.8,-72.1,2000
-128.2,-72.5,2000
-128.5,-72.8,2000
-128.9,-73.1,2000
-129.2,-73.5,2000
-129.6,-73.8,2000
-129.9,-74.1,2000
-130.2,-74.5,2000
-130.6,-74.8,2000
-130.9,-75.2,2000
-131.2,-75.5,2000
-131.6,-75.8,2000
-131.9,-76.2,2000
-132.2,-76.5,2000
-132.6,-76.9,2000
-132.9,-77.2,2000
-133.2,-77.6,2000
-133.6,-77.9,2000
-133.9,-78.3,2000
-134.2,-78.7,2000
-134.5,-79.0,2000
-134.9,-79.4,2000
-135.2,-79.7,2000
-135.5,-80.1,2000
-135.8,-80.4,2000
-136.1,-80.8,2000
-136.4,-81.2,2000
-136.8,-81.5,2000
-137.1,-81.9,2000
-137.4,-82.3,2000
-137.7,-82.2,2000
-138.0,-82.1,2000
-138.3,-82.0,2000
-138.6,-82.0,2000
-138.9,-81.9,2000
-139.2,-81.8,2000
-139.5,-81.7,2000
-139.8,-81.7,2000
-140.1,-81.6,2000
-140.4,-81.5,2000
-140.7,-81.5,2000
-141.0,-81.4,2000
-141.3,-81.4,2000
-141.6,-81.3,2000
-141.9,-81.3,2000
-142.2,-81.2,2000
-142.5,-81.2,2000
-142.8,-81.1,2000
-143.1,-81.1,2000
-143.4,-81.0,2000
-143.7,-81.0,2000
-144.0,-81.0,2000
-144.3,-80.9,2000
-144.6,-80.9,2000
-144.9,-80.9,2000
-145.2,-80.8,2000
-145.5,-80.8,2000
-145.8,-80.8,2000
-146.1,-80.7,2000
-146.4,-80.7,2000
-146.7,-80.7,2000
-147.0,-80.7,2000
-147.3,-80.7,2000
-147.6,-80.7,2000
-147.9,-80.6,2000
-148.2,-80.6,2000
-148.5,-80.6,2000
-148.8,-80.6,2000
-149.1,-80.6,2000
-149.4,-80.6,2000
-149.7,-80.6,2000
-150.0,-80.6,2000
-150.3,-80.6,2000
-150.6,-80.6,2000
-150.9,-80.6,2000
-151.2,-80.6,2000
-151.5,-80.6,2000
-151.8,-80.6,2000
-152.2,-80.7,2000
