1645,1562,2000
1642,1558,2000
1636,1551,2000
1633,1548,2000
1627,1541,2000
1624,1538,2000
1621,1534,2000
1615,1528,2000
1612,1524,2000
1606,1517,2000
1603,1514,2000
1597,1507,2000
1594,1504,2000
1591,1501,2000
1585,1494,2000
1581,1491,2000
1575,1484,2000
1572,1481,2000
1569,1477,2000
1563,1471,2000
1559,1467,2000
1553,1461,2000
1550,1458,2000
1543,1451,2000
1540,1448,2000
1537,1444,2000
1531,1438,2000
1527,1435,2000
1521,1428,2000
1517,1425,2000
1511,1419,2000
1508,1415,2000
1504,1412,2000
1498,1406,2000
1494,1403,2000
1488,1396,2000
1484,1393,2000
1481,1390,2000
1474,1384,2000
1471,1380,2000
1464,1374,2000
1461,1371,2000
1454,1365,2000
1451,1362,2000
1447,1359,2000
1441,1353,2000
1437,1350,2000
1430,1343,2000
1427,1340,2000
